Place_Name,Road_Type,Day_Type,Weather,Morning_Traffic,Afternoon_Traffic,Evening_Traffic,Night_Traffic,Peak_Hour,Two_Wheelers,Cars,Auto_Rickshaws,Buses,Trucks,Avg_Speed_kmph,Signal_Delay_sec,Accident_Count,Noise_Level_dB,Air_Quality_Index,CO2_Emission_gkm,Fuel_Consumption_L,Road_Width_m,Lane_Count,Visibility_m,Comments
,,weekday,Clear,6500,3891,6000,307,Yes,1329,889,3851,127,2057,85.5,254,8,70.0,231,93.9,38.06,9.0,3,1252,
,city road,weekday,Sunny,230,907,4779,3421,Yes,8812,6123,152,306,2031,22.7,-20,8,105.5,244,602.5,64.82,7.7,5,760,Accident zone
Paramathi Rd,,weekday,,4088,6192,4943,3930,Y,2862,1626,3150,171,1742,52.2,165,3,113.8,390,587.7,22.58,7.6,3,134,
,,,Foggy,1338,8278,1568,-22,Yes,5156,5543,3529,441,1558,50.6,327,2,52.0,348,179.4,32.77,8.9,1,1070,
Namakkal Town,city road,,Sunny,1294,8871,8336,1620,No,527,3731,309,648,2095,-1.1,467,-2,93.5,312,326.1,29.48,18.4,0,1319,
Salem road,SH,Weekday,Rainy,1398,1672,7630,2689,Y,6066,5887,3420,844,634,-1.9,437,4,117.6,29,589.4,75.79,14.7,1,1839,Accident zone
Rasipuram Rd,,Weekend,Clear,5635,6317,11687,895,,4196,952,231,523,3053,32.5,243,0,82.5,233,93.3,68.88,7.6,2,1033,Accident zone
Namakkal Town,,weekday,Rainy,4393,3983,248,3798,Y,994,5379,2717,308,2759,47.6,389,3,104.9,281,480.4,33.73,12.0,4,196,Accident zone
Salem road,City,Weekday,Sunny,4920,5785,8690,786,N,4913,1328,2339,104,1606,37.4,235,4,54.9,227,611.6,48.55,19.7,5,121,
Namakkal Town,SH,,,6714,6555,8225,920,,4084,4772,1284,1,1825,33.0,43,-1,60.6,206,636.6,17.68,7.3,6,481,
Tiruchengode Road,,weekday,Foggy,62,7082,3429,225,Yes,8817,5683,1319,816,1324,86.9,354,5,89.1,56,375.6,42.91,10.5,2,1442,Heavy traffic
Rasipuram Rd,City,Weekday,Sunny,16,6031,5295,312,,5141,5262,2263,801,243,-1.3,366,-2,43.3,397,556.9,28.58,7.5,5,872,
Salem road,NH,Weekend,Rainy,4133,7560,4192,3468,No,3048,2380,2350,740,1429,59.9,274,-1,82.1,272,313.3,29.3,6.4,3,1202,Heavy traffic
,NH,Weekend,Clear,5414,2763,8636,2576,Y,8056,2962,3271,885,1539,45.6,47,9,95.7,372,294.1,45.2,17.0,7,1524,
,city road,weekday,Foggy,3878,-100,3847,2741,Yes,1875,5269,2414,138,199,35.3,337,8,80.9,97,228.6,69.9,6.3,4,1904,Accident zone
Namakkal Town,City,Weekend,Clear,1762,5742,5446,621,Yes,6249,2946,742,878,1630,8.8,119,-2,70.9,218,320.6,5.67,8.6,6,259,
Paramathi Rd,Rural,Weekday,Sunny,2828,5696,8790,1998,Y,5290,4504,2571,213,2107,75.9,371,0,94.5,245,163.7,-0.74,17.8,1,1361,Accident zone
Namakkal Town,city road,weekday,,575,-17,4830,2975,No,1920,1698,1228,552,848,23.0,336,3,112.4,157,647.0,47.56,18.1,6,1054,Accident zone
,city road,Weekend,Rainy,6203,4510,4953,3898,,7757,708,1962,75,1230,10.2,122,4,65.4,358,560.3,30.94,18.4,5,769,Signal issue
Tiruchengode Road,city road,Weekday,Clear,4489,1804,11425,3925,No,6038,1823,912,504,-23,58.2,3,9,93.4,379,93.7,61.44,9.4,0,1918,
Tiruchengode Road,city road,Weekend,Rainy,6088,6757,4139,2891,No,14,2585,3108,672,2748,40.6,100,1,54.0,387,504.1,3.25,7.3,3,1366,Accident zone
,SH,Weekday,,4272,1326,6232,3020,Y,8484,4908,1138,348,1638,80.3,433,-2,100.4,200,96.0,14.38,9.8,3,1452,
Paramathi Rd,city road,,,678,8313,7785,1945,N,4063,4366,3913,68,2865,10.4,-20,4,63.3,328,346.6,29.33,16.3,6,877,
Namakkal Town,SH,,Clear,5308,3267,6766,1581,Yes,6419,624,2386,865,1512,7.5,212,1,110.1,374,585.2,67.01,19.6,0,116,Heavy traffic
Tiruchengode Road,Rural,Weekend,Sunny,1941,8257,2358,1191,,1965,730,3793,164,2592,44.2,347,1,63.6,282,471.5,64.1,12.4,2,853,
Paramathi Rd,Rural,Weekend,Sunny,2932,3998,8913,3834,No,1539,3154,2554,549,2457,32.1,334,2,89.0,358,476.0,15.67,13.1,4,1819,Accident zone
Salem road,NH,Weekday,Clear,365,839,3667,2813,,4897,5799,2331,542,3185,21.3,274,2,40.4,398,304.7,7.99,20.0,1,1212,
,city road,Weekday,Clear,228,30,8466,2316,N,6149,3448,1513,122,1653,75.3,316,0,72.6,339,245.4,9.22,16.7,4,1561,Signal issue
,city road,weekday,,5,2113,4262,2294,N,2528,1940,3325,472,3086,49.0,254,-2,119.9,413,268.5,9.31,13.7,3,885,Heavy traffic
,City,weekday,Foggy,3145,7833,188,567,No,6625,4529,2045,813,1721,31.2,385,2,117.4,253,397.8,44.39,5.8,7,455,Heavy traffic
Salem road,Rural,,Sunny,7600,708,4991,1290,No,1296,5203,735,373,2108,21.6,-2,2,54.0,205,171.8,13.31,10.0,0,1647,Heavy traffic
Namakkal Town,Rural,,Foggy,2793,2983,10222,2383,N,1569,1482,1289,180,2306,82.4,489,4,63.1,392,493.5,62.72,3.8,4,1265,Heavy traffic
Namakkal Town,City,,,6667,234,8109,3398,,7138,1092,44,93,1119,11.9,290,-1,102.6,396,499.5,19.67,16.7,2,1935,
Namakkal Town,city road,,Clear,7962,8117,1824,3564,No,1335,29,3636,334,267,-4.1,485,-1,64.0,389,573.6,56.57,8.5,3,1439,Signal issue
Rasipuram Rd,City,Weekday,,3493,-118,10965,1459,,825,3236,1142,394,1254,45.8,371,8,70.1,355,138.4,29.13,7.0,7,491,
Namakkal Town,,Weekend,Foggy,4853,1937,6961,3260,No,316,5530,1149,899,2568,44.1,237,1,115.7,237,625.8,35.48,15.8,1,1496,Accident zone
Paramathi Rd,City,Weekday,Sunny,5631,1039,9397,2415,No,2902,6748,151,88,409,54.1,466,6,88.4,76,613.9,45.68,4.3,4,801,Signal issue
Paramathi Rd,SH,Weekday,,337,1791,2590,3648,N,1360,6738,3043,391,2803,46.1,440,0,68.6,185,646.1,75.63,9.3,3,997,
Namakkal Town,city road,Weekend,,5895,6531,7421,2602,Y,6759,5643,3372,682,1179,-9.1,474,4,51.2,240,175.1,17.04,6.0,1,706,
Salem road,city road,Weekday,Rainy,3050,1878,2443,2477,Yes,947,3184,2099,381,1065,73.5,330,5,87.7,447,339.9,24.2,12.0,5,213,Signal issue
Namakkal Town,SH,weekday,Clear,7331,1582,8803,1061,Y,1360,4088,2315,491,762,58.7,2,6,98.3,153,393.8,28.59,14.3,4,1081,
Salem road,NH,Weekend,Rainy,6501,8944,10191,1669,No,3297,-143,1202,81,209,39.5,415,9,69.0,44,237.8,33.19,9.5,3,1509,Accident zone
Paramathi Rd,City,Weekday,Clear,886,3989,10137,3765,N,1553,980,846,455,1187,26.8,183,6,73.9,154,324.8,75.32,7.8,3,995,
Paramathi Rd,NH,Weekend,,4639,7411,939,2564,No,3811,469,1178,809,3422,35.3,262,8,92.7,393,628.2,61.21,10.0,3,1800,Heavy traffic
Rasipuram Rd,SH,,,3349,6280,24,3242,,5951,6358,587,851,280,12.1,57,1,50.2,295,373.1,79.94,15.0,2,1410,
Namakkal Town,SH,,Clear,5331,3352,8472,1329,Y,1950,616,154,816,890,32.0,127,7,101.8,487,243.9,19.74,10.6,7,590,
Namakkal Town,City,weekday,Rainy,1581,7645,3929,1558,No,5181,4891,232,727,878,16.9,153,1,77.2,396,83.1,43.67,9.3,3,1742,Signal issue
,City,weekday,Clear,7245,6335,9012,3730,No,4362,2544,1367,669,3276,-1.1,322,8,95.3,25,83.2,46.68,5.3,3,753,Heavy traffic
Salem road,Rural,weekday,Foggy,6903,5835,11475,1674,Y,2908,4006,3650,288,809,9.4,156,8,43.9,148,348.6,17.32,18.4,3,92,Signal issue
Salem road,NH,Weekend,Clear,1555,5894,7369,1137,,7437,3437,2254,201,3445,-1.2,350,6,61.0,398,633.5,63.25,18.7,7,679,Heavy traffic
Tiruchengode Road,SH,weekday,Sunny,7990,8725,2215,580,Y,221,4525,2736,50,2302,26.1,315,8,97.7,330,166.3,34.47,16.1,4,549,
Namakkal Town,,Weekday,Rainy,2744,2643,8251,521,,973,4582,411,45,1993,-6.5,2,1,53.6,234,449.7,31.11,12.2,4,1317,Signal issue
,city road,Weekend,Foggy,3242,7291,6519,1500,,2905,89,3707,418,2245,88.7,169,5,71.9,324,214.9,20.56,10.1,6,1691,Signal issue
Salem road,Rural,,,6839,8216,10483,2263,N,7087,3912,2079,734,2156,39.5,-2,1,119.1,394,468.5,65.76,8.0,0,868,
Salem road,SH,,Rainy,819,5790,618,3517,,8579,1242,2741,880,-41,31.9,33,9,62.3,167,122.3,20.2,3.8,5,452,
,Rural,Weekend,Rainy,140,8458,589,1241,No,5479,6824,1990,224,1654,68.7,62,8,63.9,112,633.4,27.04,11.3,5,1186,Accident zone
Paramathi Rd,City,,Clear,3109,2354,3277,3656,No,3663,5777,415,312,2315,82.1,206,7,59.6,360,355.2,47.83,18.2,1,1848,
,,Weekend,,3435,4501,3405,3678,,668,1383,1038,319,3378,84.5,117,3,40.2,194,277.7,3.85,17.6,1,1877,Signal issue
Rasipuram Rd,SH,weekday,Sunny,-29,3916,11802,67,,8118,79,1332,647,3318,61.4,83,5,107.5,409,114.8,63.43,10.2,4,707,Heavy traffic
,Rural,Weekday,Clear,781,7704,665,3380,Yes,6571,5094,749,397,3380,78.6,124,3,74.3,130,623.5,75.0,10.1,1,1605,
Rasipuram Rd,city road,weekday,Foggy,6765,4067,1693,2197,N,8559,2799,3233,629,1046,55.1,76,6,56.9,402,463.4,47.0,6.0,0,268,Signal issue
Tiruchengode Road,,,Foggy,965,5962,2119,434,N,8411,1330,2960,484,3198,59.1,277,3,102.0,306,265.7,60.15,5.4,7,1229,
Salem road,city road,,,1980,6726,11820,822,No,6836,3497,2056,30,2274,-3.1,26,0,46.1,273,489.3,71.06,5.0,0,1016,
Paramathi Rd,City,,,7029,4051,4611,1416,,1693,2721,2618,719,-40,33.5,258,1,110.3,97,501.3,72.15,6.0,6,1444,Signal issue
Paramathi Rd,city road,weekday,Sunny,4494,8444,7201,3251,No,3374,551,-27,524,2353,6.0,0,0,83.0,327,130.4,2.56,11.5,0,346,
Rasipuram Rd,Rural,weekday,Clear,3072,1939,2490,1035,Y,1663,1227,1051,17,2291,80.2,161,6,65.9,150,380.0,34.33,12.8,1,1187,
Salem road,Rural,Weekday,Clear,3893,335,4644,138,Yes,2315,4777,1839,703,2226,65.1,159,8,88.3,346,340.8,49.9,13.2,4,1319,
,,Weekday,,2401,5915,11939,3803,Yes,-144,2392,3520,109,2432,20.0,499,7,89.5,397,199.3,54.06,19.5,7,656,Accident zone
,City,Weekend,Clear,1784,2309,109,3833,N,202,5937,1736,346,483,13.3,283,0,75.7,36,234.8,34.69,13.3,3,67,Signal issue
Rasipuram Rd,City,weekday,Foggy,3101,8785,9295,1542,No,1433,3553,399,183,1070,-2.6,386,9,58.2,486,610.6,75.56,10.3,2,1521,Heavy traffic
Namakkal Town,city road,Weekday,,415,5973,1675,3344,Y,7678,748,2106,483,1391,21.3,445,8,59.7,497,576.2,57.37,11.6,1,125,Signal issue
Namakkal Town,City,Weekend,Clear,2889,637,4137,1137,N,3581,3282,2480,600,1068,22.3,254,5,70.1,25,506.2,7.2,11.1,4,673,
Rasipuram Rd,Rural,,Clear,7976,344,1389,2870,Y,3806,291,-22,496,1337,61.1,104,5,99.4,249,490.9,50.52,12.3,3,891,
Tiruchengode Road,city road,Weekend,Rainy,2744,4126,10657,3850,N,1164,6696,2742,742,1319,80.8,219,8,84.7,148,615.1,73.31,16.7,3,891,Signal issue
,NH,Weekend,,6267,4370,1841,3724,N,7403,3510,3671,-12,573,32.9,118,0,78.5,453,487.5,39.81,8.5,7,1050,Accident zone
,city road,Weekend,Sunny,1488,7594,4778,3033,N,3291,6280,1193,189,2365,-0.3,321,8,109.0,25,364.3,67.3,7.7,5,1351,
Salem road,,,Foggy,4909,1629,3325,1042,,4821,4674,756,868,1844,84.0,245,-1,95.3,149,569.1,59.89,7.9,7,1625,
Tiruchengode Road,,Weekend,Rainy,1936,6825,11162,754,Yes,725,1050,2311,676,2604,89.1,349,7,104.1,487,402.5,69.52,12.8,7,982,
,city road,Weekend,Rainy,4201,7004,8856,1044,N,883,268,2493,346,253,86.1,166,-2,67.2,477,199.5,68.74,4.9,7,153,
Paramathi Rd,City,Weekday,Sunny,4379,4989,7568,1744,,2847,1187,3378,893,2240,82.7,138,-2,95.8,270,182.8,2.57,15.9,6,367,
Tiruchengode Road,Rural,Weekend,Foggy,3381,7475,11441,2118,Y,4771,6741,677,46,384,2.9,336,4,111.6,28,217.0,64.55,15.7,2,1465,
Paramathi Rd,city road,Weekend,Clear,5470,4266,6940,2150,Yes,429,1879,2933,452,1907,79.3,242,-2,44.4,416,285.8,-0.3,10.7,5,1959,
Namakkal Town,Rural,Weekend,Rainy,5443,5171,1627,3886,N,3104,5564,271,769,2305,63.1,234,-2,114.7,139,364.0,1.36,14.3,3,1738,Signal issue
Namakkal Town,NH,Weekend,Rainy,4681,299,7103,1209,N,1079,3326,1194,732,2800,23.2,165,1,97.1,70,404.7,30.15,10.5,6,1917,Heavy traffic
Rasipuram Rd,SH,Weekend,Clear,6540,7509,11295,209,Yes,8768,1521,2755,808,1385,57.3,364,9,73.9,468,100.1,62.91,20.0,2,734,Heavy traffic
Salem road,city road,,,2627,3634,8678,735,Yes,7295,3705,2140,604,937,74.8,202,2,90.8,277,570.0,63.74,8.6,7,405,Heavy traffic
Salem road,city road,Weekday,Foggy,1303,6822,6477,2045,Y,4230,3377,1972,390,610,80.0,384,5,82.7,477,589.2,29.29,8.4,6,733,
Paramathi Rd,,Weekday,Rainy,4392,203,6095,1648,Y,-43,3580,3789,466,3274,68.5,377,2,74.4,338,439.9,0.68,4.0,2,97,
Namakkal Town,Rural,,Sunny,3672,3852,882,1502,N,1026,1564,1781,305,161,63.3,356,9,42.8,204,517.0,50.76,7.6,7,113,Signal issue
Namakkal Town,NH,Weekday,,4520,3258,1006,2733,Y,4013,314,220,614,788,76.9,327,-1,102.3,360,413.4,8.02,4.2,4,126,
,City,Weekend,Sunny,5721,3739,4115,1178,No,6161,-197,1711,84,2938,89.4,450,0,114.5,410,205.2,27.68,19.7,5,50,Signal issue
Tiruchengode Road,City,Weekday,Sunny,7679,6190,2642,773,Y,2777,3608,64,-4,2861,2.9,-8,5,89.8,424,578.0,39.55,17.6,4,80,Accident zone
Rasipuram Rd,SH,weekday,,6318,7434,11131,2137,,3377,5121,2120,421,82,77.2,305,3,82.9,465,639.5,42.97,15.2,3,150,
Paramathi Rd,City,Weekday,Foggy,4216,1132,5802,3667,N,7267,6275,3674,141,2853,58.5,224,8,104.4,339,321.7,58.12,14.8,6,717,
Tiruchengode Road,SH,Weekend,Foggy,3247,3119,11859,289,No,8889,4678,798,66,3191,-7.9,351,0,86.2,85,623.3,27.76,6.0,5,1792,
,SH,weekday,Clear,7036,5613,8035,823,N,5881,4359,3109,374,1367,-2.3,62,7,47.8,177,115.5,53.84,15.8,5,1698,
Paramathi Rd,Rural,,Rainy,3056,6220,5351,2125,Y,5309,6554,2552,872,3212,86.5,6,8,50.6,335,337.6,51.61,6.8,2,1533,
Rasipuram Rd,NH,weekday,,2853,8337,5342,1180,Yes,8962,5454,3364,130,3178,2.8,44,6,104.8,217,627.3,49.44,9.7,5,1810,Accident zone
Salem road,SH,Weekday,Foggy,4460,5294,9311,3399,Y,7716,5,3742,379,754,66.2,496,7,117.0,57,594.9,71.88,9.3,5,412,Accident zone
Paramathi Rd,NH,,Rainy,6205,3880,2376,394,Yes,5929,3655,2868,854,1276,57.0,307,8,53.0,303,96.7,33.16,15.8,1,1665,Accident zone
Salem road,city road,Weekend,,2918,4838,7390,3610,,6873,1794,258,61,3424,68.7,99,6,92.1,400,229.3,-4.33,12.8,4,1262,
Paramathi Rd,City,,Foggy,1823,5332,5642,2166,Y,8242,1486,3760,465,2945,6.3,132,7,87.3,133,157.2,65.7,7.3,4,1778,Signal issue
Rasipuram Rd,SH,weekday,Clear,5659,4477,9772,3216,Y,3723,4690,1197,899,2258,80.5,222,3,64.4,204,178.1,25.34,19.3,1,1964,Signal issue
Namakkal Town,City,Weekend,Rainy,-142,378,9484,938,No,6066,5645,1688,80,146,11.0,242,0,58.1,431,529.5,73.79,3.6,7,458,Accident zone
Namakkal Town,city road,weekday,Clear,3695,394,5403,223,,7745,708,424,74,518,40.1,94,0,42.1,23,157.3,59.45,7.2,1,318,Signal issue
,,,Foggy,6811,7949,3997,545,N,6692,1112,102,703,2417,46.9,49,3,72.6,26,366.3,10.3,9.2,1,1241,Heavy traffic
Salem road,SH,Weekend,Foggy,4083,6381,3795,3670,Y,2575,6823,1696,27,1657,1.8,267,3,100.8,54,380.0,6.92,18.3,4,1602,
Rasipuram Rd,City,,Foggy,6017,1443,6205,1790,No,6362,3756,2205,218,3391,51.5,181,3,60.2,265,277.0,37.36,12.6,1,1305,
,SH,Weekday,Foggy,7144,1795,3135,1048,Y,1108,256,306,257,2313,51.1,63,0,104.2,293,291.4,72.72,19.7,6,149,Signal issue
Salem road,City,weekday,Foggy,6710,3356,106,3289,,1381,4350,972,629,2463,74.6,4,-1,43.8,304,224.9,48.97,12.8,4,1636,Signal issue
Rasipuram Rd,,weekday,Clear,6475,1399,5462,2471,Yes,8262,1859,3246,621,681,-3.8,483,-2,48.1,241,455.8,-0.89,7.3,3,106,Signal issue
Paramathi Rd,,Weekend,Clear,1464,6053,5780,3249,Yes,3423,-172,872,724,1703,33.4,89,-2,62.7,124,470.8,78.11,11.7,6,1126,Heavy traffic
,SH,Weekend,Foggy,4385,8768,5684,310,Yes,6096,4283,3673,298,2009,84.7,220,0,57.8,364,441.6,1.56,10.8,3,346,Accident zone
Namakkal Town,city road,Weekday,Foggy,3410,6081,7207,3439,Y,1770,3948,2996,339,2373,37.5,336,4,90.2,360,537.6,61.01,6.4,5,746,Accident zone
Tiruchengode Road,City,Weekend,,7964,6462,11355,3430,N,1441,4978,1779,184,3459,25.5,239,-1,83.0,383,105.4,23.24,9.9,3,1879,
Paramathi Rd,City,weekday,Rainy,3298,7215,4965,3447,Yes,2930,1157,2834,850,1120,16.4,478,4,70.5,250,278.0,-4.67,12.6,5,1722,
Rasipuram Rd,city road,weekday,Foggy,1319,64,987,2894,,1525,5963,1298,330,2130,72.2,29,-1,118.5,193,560.5,30.65,19.1,5,595,Signal issue
Namakkal Town,NH,weekday,Clear,7930,6204,4586,396,Y,2966,1247,3772,728,158,14.3,395,-1,42.8,291,85.3,42.78,16.3,5,1085,Signal issue
Tiruchengode Road,city road,Weekday,Clear,320,1473,1790,202,,6161,3682,2851,637,3136,20.6,375,-2,74.3,364,222.8,74.03,8.4,1,392,Heavy traffic
Salem road,SH,weekday,,836,2897,531,3120,Yes,6,185,19,523,236,31.2,497,7,107.5,145,257.6,18.72,19.9,6,559,Accident zone
Tiruchengode Road,City,Weekday,Foggy,7926,4949,4069,1070,Y,5618,-193,1723,701,2156,24.1,301,9,74.2,191,315.3,20.43,3.7,2,1139,
Namakkal Town,city road,,Foggy,7245,623,7647,3469,,4383,6736,551,8,2900,55.0,7,3,47.7,249,351.5,31.43,13.9,0,314,
Rasipuram Rd,Rural,weekday,,3988,6139,2216,1694,,5384,6904,871,37,1913,-3.5,181,-1,57.3,464,290.3,36.45,18.1,5,302,Heavy traffic
Rasipuram Rd,Rural,,,4739,8536,7071,1606,No,802,6573,320,885,327,49.8,353,-1,65.0,85,644.2,17.44,13.7,7,988,
Tiruchengode Road,City,Weekend,Clear,2275,3310,10177,1409,No,-141,1242,2582,621,2399,70.5,438,-2,51.6,123,615.9,-4.48,11.2,2,308,Heavy traffic
,NH,Weekend,Rainy,618,3630,7192,2184,,3888,3353,1016,32,3203,57.9,251,4,93.1,51,408.1,79.67,5.8,0,99,Heavy traffic
Paramathi Rd,,Weekend,,4579,7931,2059,3917,Yes,3650,85,3542,-2,272,49.7,181,5,96.2,90,246.3,60.85,17.1,5,901,
Rasipuram Rd,,weekday,Rainy,66,538,6793,784,Y,6644,1158,620,5,1164,40.7,160,5,104.1,99,545.0,75.5,18.4,7,1496,
,Rural,,Sunny,2046,5702,2914,1616,N,3359,3931,1845,361,319,15.1,29,8,50.7,220,236.4,20.56,16.3,5,380,Heavy traffic
Salem road,NH,Weekend,Clear,640,1153,9902,1657,Y,3550,1282,1620,628,671,55.3,407,4,102.3,269,157.1,15.56,18.2,7,715,Heavy traffic
,NH,Weekday,,3347,1260,8539,896,N,3767,2535,124,202,2474,17.5,-18,5,97.6,36,109.7,60.46,13.5,5,1272,
,NH,,Sunny,2782,5710,11561,2597,Yes,5555,2154,2781,494,364,15.8,454,3,82.7,272,421.5,10.59,7.1,0,395,
Tiruchengode Road,City,Weekday,Sunny,2521,2238,908,3655,Yes,6293,5321,3658,365,2550,-7.4,408,3,105.1,91,480.0,72.07,7.0,1,1795,Heavy traffic
Namakkal Town,,Weekday,Foggy,7672,5022,9216,3885,,7602,2369,1076,802,3442,69.4,412,1,104.3,433,567.6,55.12,19.8,0,819,Heavy traffic
Tiruchengode Road,City,Weekday,Clear,7270,5935,5937,3760,Y,-52,5041,678,555,427,58.4,123,4,66.2,42,515.0,74.74,13.8,2,1603,
,Rural,,Clear,6943,7958,8411,3022,Yes,1575,5256,1334,383,170,70.9,116,6,99.4,27,204.7,62.36,12.3,7,106,Heavy traffic
Tiruchengode Road,Rural,Weekday,,4411,1009,7442,1306,Y,4160,1547,1645,267,1964,4.3,248,0,44.2,404,165.8,58.32,18.7,6,1813,
Salem road,SH,weekday,Clear,6940,5984,3590,3481,N,5581,323,2945,57,3063,31.0,12,1,73.4,405,219.9,75.27,10.6,6,414,
Salem road,,weekday,,4756,1475,3236,1284,N,6407,-105,2765,830,1026,64.8,442,-2,98.6,316,103.4,58.95,3.1,0,1472,Heavy traffic
Salem road,,Weekday,Clear,542,-74,3406,3522,N,8994,651,1037,507,474,-7.5,84,-1,111.0,323,412.3,60.35,12.8,2,989,
Rasipuram Rd,SH,weekday,Sunny,3886,1289,10197,1054,,8983,6537,2687,141,1576,12.3,27,6,94.7,143,335.7,2.73,3.5,4,503,Signal issue
Paramathi Rd,Rural,Weekend,Clear,4816,3059,10506,2145,No,3008,3936,3915,445,2275,12.8,476,-1,71.2,22,635.5,-0.81,11.1,2,1172,Accident zone
Namakkal Town,City,weekday,Sunny,3560,6140,7665,3173,No,8510,2750,3382,435,886,30.6,76,5,65.7,198,363.7,72.57,5.0,2,1412,Signal issue
Tiruchengode Road,City,,Clear,4743,1250,10598,1331,N,5689,6728,3529,288,2640,54.2,357,1,64.9,143,504.8,21.12,13.9,0,729,Signal issue
Tiruchengode Road,SH,Weekday,Rainy,855,8893,8121,3660,N,1565,913,3340,150,1435,64.2,428,2,71.6,186,91.0,33.32,14.9,0,504,Signal issue
Tiruchengode Road,city road,Weekday,Clear,6380,-67,4190,356,Yes,4260,731,2627,180,216,-8.6,428,8,119.2,64,180.0,7.74,19.7,7,518,
Paramathi Rd,SH,,Clear,3906,4085,11502,109,Yes,5386,1694,2834,233,556,45.3,435,0,113.4,27,305.9,21.5,4.6,2,1365,
Namakkal Town,NH,Weekend,Rainy,3430,6981,8836,3085,Yes,5356,6623,3022,189,1127,53.4,304,1,79.8,362,321.8,5.53,11.5,7,1834,
Paramathi Rd,City,weekday,Foggy,3481,2670,4969,103,Yes,8087,2267,785,401,1468,27.7,-5,9,67.9,147,341.9,-3.98,19.3,1,1707,
Salem road,SH,,Foggy,3748,6073,11105,2526,,-229,4614,2299,508,1314,19.0,384,3,63.4,132,372.1,60.04,5.6,2,220,
Rasipuram Rd,Rural,weekday,Rainy,2938,4191,4360,1277,,5334,50,9,701,850,-4.8,263,4,55.4,131,512.6,46.69,18.5,0,1852,Signal issue
Rasipuram Rd,city road,Weekend,,3804,3574,3766,1430,No,781,4547,380,695,2489,37.3,90,9,55.8,128,336.3,62.11,11.9,4,206,
,Rural,Weekday,Clear,1496,5540,9407,1322,No,5822,6564,2161,893,1020,-8.5,29,-2,105.1,283,612.8,22.11,15.9,0,688,Signal issue
Tiruchengode Road,SH,Weekend,Clear,6523,5238,8288,2415,,7762,6326,3367,662,2323,-6.8,313,-1,97.8,377,575.0,60.31,17.2,7,1313,
Tiruchengode Road,City,Weekday,Clear,1263,3147,5954,1468,No,3089,3925,2783,436,2065,14.5,331,7,70.0,37,401.3,19.88,13.1,2,1770,Accident zone
Rasipuram Rd,city road,weekday,Rainy,1889,4563,7959,1690,Y,1799,4710,112,114,3292,52.3,392,0,85.6,340,201.6,12.96,17.9,2,1080,Signal issue
Rasipuram Rd,city road,Weekday,Clear,6006,6589,11072,911,Y,1274,-59,3661,696,2854,54.7,-19,4,104.4,360,235.7,72.69,8.1,0,1050,Heavy traffic
Tiruchengode Road,City,Weekday,Rainy,3356,8261,2184,1215,Y,4011,5657,732,-1,907,28.0,436,4,99.0,259,91.7,65.79,12.7,5,289,
,City,,Sunny,3087,4673,2040,554,,4336,3343,2715,725,352,19.0,74,4,66.2,366,629.3,65.24,10.2,2,1200,Signal issue
Rasipuram Rd,City,Weekday,Clear,7491,7639,4441,568,No,1626,4527,1053,708,1937,41.3,-24,7,59.0,152,315.2,13.08,3.1,6,1746,
Paramathi Rd,NH,weekday,,4485,8996,11216,550,Y,1706,5908,1758,589,1916,82.1,101,3,45.4,415,332.9,47.93,6.0,3,1279,Accident zone
Namakkal Town,,Weekday,,2496,6153,3580,1552,N,7480,2025,1747,894,1158,81.4,347,1,83.5,92,400.5,71.92,14.0,0,1563,
,city road,Weekday,Sunny,4798,4299,4779,1180,Y,3980,1481,1592,234,145,69.1,274,4,91.6,234,269.8,49.96,10.7,1,1718,
Tiruchengode Road,Rural,Weekend,Clear,3460,2378,8811,3284,,387,4219,2901,180,394,63.2,100,9,77.2,348,227.4,10.15,18.6,3,885,Signal issue
Rasipuram Rd,,,Sunny,3170,5655,5466,1768,Yes,5966,2956,1930,537,2335,24.1,111,2,117.2,358,265.9,70.28,13.3,2,256,
Paramathi Rd,City,Weekday,,3443,5920,7585,1648,Yes,7639,1699,3489,490,122,29.6,271,1,59.3,40,636.1,38.31,18.3,0,1658,
Rasipuram Rd,NH,Weekday,Rainy,3500,5928,4962,410,No,4536,1241,1192,868,1649,-5.6,338,7,63.5,389,475.3,44.78,7.5,6,677,Accident zone
Namakkal Town,,weekday,Sunny,4162,5761,5148,330,Yes,697,3814,3978,489,3303,81.8,18,0,57.5,142,233.6,61.25,7.9,2,191,Accident zone
Salem road,Rural,weekday,Foggy,2382,133,2119,1240,Y,4697,715,3328,777,52,18.2,202,9,105.2,364,149.2,-3.52,5.5,0,175,
Namakkal Town,Rural,Weekday,Foggy,1875,1330,5322,3467,,6116,4158,1315,669,1227,12.6,287,3,93.5,124,191.7,61.02,6.6,2,244,
Rasipuram Rd,City,Weekend,,2287,3263,11874,954,N,2301,5444,953,22,985,-2.1,227,3,105.1,260,197.9,0.52,15.5,1,1793,Signal issue
Namakkal Town,Rural,Weekday,Foggy,1992,8580,8808,3909,,5724,3375,878,737,2571,69.5,-8,5,71.6,207,342.0,25.45,10.9,6,1298,Signal issue
Rasipuram Rd,Rural,Weekday,,2269,1256,7687,426,N,6389,3733,3254,526,3065,64.8,-5,3,59.2,118,532.1,66.94,19.3,2,183,
